Age_Group,Skin_Type,Skin_Subtype,Sensitivity,Concern,Internal_Type,Ingredients,Concentrations,Effects,Ingredients_list,clean_Ingredients
45+,Normal,Normal to Dry,Yes,Sun Tan,General,alpha arbutin + licorice extract + vitamin c,5% + 0.5% + 1%,"Reduces hyperpigmentation and dark spots, Lightens dark spots and evens skin tone, Brightens skin and reduces pigmentation",['alpha arbutin  licorice extract  vitamin c'],alpha arbutin  licorice extract  vitamin c
45+,Normal,Normal to Dry,Yes,Whiteheads / Blackheads,General,zinc pca + niacinamide + glycolic acid,8% + 2% + 0.5%,"Controls sebum production, Reduces inflammation and regulates sebum, Exfoliates dead skin cells and smooths skin",['zinc pca  niacinamide  glycolic acid'],zinc pca  niacinamide  glycolic acid
45+,Normal,Normal to Dry,Yes,Wrinkles,General,peptides + niacinamide + retinol,1% + 8% + 0.5%,"Improves skin elasticity and firmness, Reduces inflammation and regulates sebum, Stimulates collagen production and reduces wrinkles",['peptides  niacinamide  retinol'],peptides  niacinamide  retinol
45+,Normal,Normal to Dry,No,Acne,Comedonal,azelaic acid + benzoyl peroxide + green tea extract,10% + 2% + 1%,"Reduces acne and improves skin texture, Kills acne-causing bacteria, Provides antioxidant and anti-inflammatory benefits",['azelaic acid  benzoyl peroxide  green tea extract'],azelaic acid  benzoyl peroxide  green tea extract
45+,Normal,Normal to Dry,No,Acne,Inflammatory,niacinamide + zinc pca + azelaic acid,8% + 5% + 1%,"Reduces inflammation and regulates sebum, Controls sebum production, Reduces acne and improves skin texture",['niacinamide  zinc pca  azelaic acid'],niacinamide  zinc pca  azelaic acid
45+,Normal,Normal to Dry,No,Acne,Nodular,salicylic acid + green tea extract + zinc pca,3% + 0.5% + 8%,"Unclogs pores and removes excess oil, Provides antioxidant and anti-inflammatory benefits, Controls sebum production",['salicylic acid  green tea extract  zinc pca'],salicylic acid  green tea extract  zinc pca
45+,Normal,Normal to Dry,No,Acne,Cystic,zinc pca + azelaic acid + niacinamide,0.5% + 10% + 3%,"Controls sebum production, Reduces acne and improves skin texture, Reduces inflammation and regulates sebum",['zinc pca  azelaic acid  niacinamide'],zinc pca  azelaic acid  niacinamide
45+,Normal,Normal to Dry,No,Dark Circles,Pigmented,caffeine + vitamin c + hyaluronic acid,3% + 1% + 5%,"Reduces puffiness and improves circulation, Brightens skin and reduces pigmentation, Hydrates and plumps the skin",['caffeine  vitamin c  hyaluronic acid'],caffeine  vitamin c  hyaluronic acid
45+,Normal,Normal to Dry,No,Dark Circles,Vascular,licorice extract + niacinamide + hyaluronic acid,3% + 8% + 10%,"Lightens dark spots and evens skin tone, Reduces inflammation and regulates sebum, Hydrates and plumps the skin",['licorice extract  niacinamide  hyaluronic acid'],licorice extract  niacinamide  hyaluronic acid
45+,Normal,Normal to Dry,No,Dark Spots,General,vitamin c + alpha arbutin + kojic acid,1% + 2% + 10%,"Brightens skin and reduces pigmentation, Reduces hyperpigmentation and dark spots, Lightens pigmentation and skin discoloration",['vitamin c  alpha arbutin  kojic acid'],vitamin c  alpha arbutin  kojic acid
45+,Normal,Normal to Dry,No,Dullness,General,vitamin c + green tea extract + lactic acid,8% + 10% + 0.5%,"Brightens skin and reduces pigmentation, Provides antioxidant and anti-inflammatory benefits, Gently exfoliates and improves skin radiance",['vitamin c  green tea extract  lactic acid'],vitamin c  green tea extract  lactic acid
45+,Normal,Normal to Dry,No,Hyperpigmentation,General,tranexamic acid + alpha arbutin + vitamin c,10% + 0.5% + 5%,"Reduces melanin production and pigmentation, Reduces hyperpigmentation and dark spots, Brightens skin and reduces pigmentation",['tranexamic acid  alpha arbutin  vitamin c'],tranexamic acid  alpha arbutin  vitamin c
45+,Normal,Normal to Dry,No,Open Pores,General,clay + azelaic acid + salicylic acid,5% + 1% + 3%,"Absorbs excess oil and tightens pores, Reduces acne and improves skin texture, Unclogs pores and removes excess oil",['clay  azelaic acid  salicylic acid'],clay  azelaic acid  salicylic acid
45+,Normal,Normal to Dry,No,Redness,General,green tea extract + niacinamide + aloe vera,0.5% + 5% + 2%,"Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum, Soothes and hydrates irritated skin",['green tea extract  niacinamide  aloe vera'],green tea extract  niacinamide  aloe vera
45+,Normal,Normal to Dry,No,Sun Tan,General,alpha arbutin + vitamin c + aloe vera,2% + 5% + 8%,"Reduces hyperpigmentation and dark spots, Brightens skin and reduces pigmentation, Soothes and hydrates irritated skin",['alpha arbutin  vitamin c  aloe vera'],alpha arbutin  vitamin c  aloe vera
45+,Normal,Normal to Dry,No,Whiteheads / Blackheads,General,glycolic acid + niacinamide + willow bark extract,1% + 0.5% + 3%,"Exfoliates dead skin cells and smooths skin, Reduces inflammation and regulates sebum, Naturally exfoliates and clears pores",['glycolic acid  niacinamide  willow bark extract'],glycolic acid  niacinamide  willow bark extract
45+,Normal,Normal to Dry,No,Wrinkles,General,coenzyme q10 + retinol + hyaluronic acid,1% + 0.5% + 8%,"Provides antioxidant protection and supports skin repair, Stimulates collagen production and reduces wrinkles, Hydrates and plumps the skin",['coenzyme q  retinol  hyaluronic acid'],coenzyme q  retinol  hyaluronic acid
45+,Normal,Normal to Oily,Yes,Acne,Comedonal,zinc pca + benzoyl peroxide + salicylic acid,3% + 1% + 8%,"Controls sebum production, Kills acne-causing bacteria, Unclogs pores and removes excess oil",['zinc pca  benzoyl peroxide  salicylic acid'],zinc pca  benzoyl peroxide  salicylic acid
45+,Normal,Normal to Oily,Yes,Acne,Inflammatory,benzoyl peroxide + salicylic acid + azelaic acid,10% + 0.5% + 8%,"Kills acne-causing bacteria, Unclogs pores and removes excess oil, Reduces acne and improves skin texture",['benzoyl peroxide  salicylic acid  azelaic acid'],benzoyl peroxide  salicylic acid  azelaic acid
45+,Normal,Normal to Oily,Yes,Acne,Nodular,niacinamide + benzoyl peroxide + zinc pca,2% + 5% + 8%,"Reduces inflammation and regulates sebum, Kills acne-causing bacteria, Controls sebum production",['niacinamide  benzoyl peroxide  zinc pca'],niacinamide  benzoyl peroxide  zinc pca
45+,Normal,Normal to Oily,Yes,Acne,Cystic,salicylic acid + zinc pca + azelaic acid,0.5% + 10% + 2%,"Unclogs pores and removes excess oil, Controls sebum production, Reduces acne and improves skin texture",['salicylic acid  zinc pca  azelaic acid'],salicylic acid  zinc pca  azelaic acid
45+,Normal,Normal to Oily,Yes,Dark Circles,Pigmented,niacinamide + vitamin k + hyaluronic acid,1% + 5% + 10%,"Reduces inflammation and regulates sebum, Improves blood circulation under eyes, Hydrates and plumps the skin",['niacinamide  vitamin k  hyaluronic acid'],niacinamide  vitamin k  hyaluronic acid
45+,Normal,Normal to Oily,Yes,Dark Circles,Vascular,licorice extract + vitamin k + niacinamide,0.5% + 1% + 5%,"Lightens dark spots and evens skin tone, Improves blood circulation under eyes, Reduces inflammation and regulates sebum",['licorice extract  vitamin k  niacinamide'],licorice extract  vitamin k  niacinamide
45+,Normal,Normal to Oily,Yes,Dark Spots,General,niacinamide + kojic acid + alpha arbutin,2% + 10% + 3%,"Reduces inflammation and regulates sebum, Lightens pigmentation and skin discoloration, Reduces hyperpigmentation and dark spots",['niacinamide  kojic acid  alpha arbutin'],niacinamide  kojic acid  alpha arbutin
45+,Normal,Normal to Oily,Yes,Dullness,General,hyaluronic acid + green tea extract + lactic acid,1% + 5% + 0.5%,"Hydrates and plumps the skin, Provides antioxidant and anti-inflammatory benefits, Gently exfoliates and improves skin radiance",['hyaluronic acid  green tea extract  lactic acid'],hyaluronic acid  green tea extract  lactic acid
45+,Normal,Normal to Oily,Yes,Hyperpigmentation,General,niacinamide + tranexamic acid + licorice extract,5% + 2% + 10%,"Reduces inflammation and regulates sebum, Reduces melanin production and pigmentation, Lightens dark spots and evens skin tone",['niacinamide  tranexamic acid  licorice extract'],niacinamide  tranexamic acid  licorice extract
45+,Normal,Normal to Oily,Yes,Open Pores,General,niacinamide + azelaic acid + green tea extract,0.5% + 10% + 3%,"Reduces inflammation and regulates sebum, Reduces acne and improves skin texture, Provides antioxidant and anti-inflammatory benefits",['niacinamide  azelaic acid  green tea extract'],niacinamide  azelaic acid  green tea extract
45+,Normal,Normal to Oily,Yes,Redness,General,niacinamide + centella asiatica + aloe vera,3% + 0.5% + 5%,"Reduces inflammation and regulates sebum, Soothes irritation and repairs skin barrier, Soothes and hydrates irritated skin",['niacinamide  centella asiatica  aloe vera'],niacinamide  centella asiatica  aloe vera
45+,Normal,Normal to Oily,Yes,Sun Tan,General,licorice extract + aloe vera + alpha arbutin,5% + 1% + 3%,"Lightens dark spots and evens skin tone, Soothes and hydrates irritated skin, Reduces hyperpigmentation and dark spots",['licorice extract  aloe vera  alpha arbutin'],licorice extract  aloe vera  alpha arbutin
45+,Normal,Normal to Oily,Yes,Whiteheads / Blackheads,General,willow bark extract + glycolic acid + niacinamide,1% + 0.5% + 8%,"Naturally exfoliates and clears pores, Exfoliates dead skin cells and smooths skin, Reduces inflammation and regulates sebum",['willow bark extract  glycolic acid  niacinamide'],willow bark extract  glycolic acid  niacinamide
45+,Normal,Normal to Oily,Yes,Wrinkles,General,peptides + hyaluronic acid + niacinamide,3% + 0.5% + 2%,"Improves skin elasticity and firmness, Hydrates and plumps the skin, Reduces inflammation and regulates sebum",['peptides  hyaluronic acid  niacinamide'],peptides  hyaluronic acid  niacinamide
45+,Normal,Normal to Oily,No,Acne,Comedonal,salicylic acid + benzoyl peroxide + zinc pca,5% + 8% + 3%,"Unclogs pores and removes excess oil, Kills acne-causing bacteria, Controls sebum production",['salicylic acid  benzoyl peroxide  zinc pca'],salicylic acid  benzoyl peroxide  zinc pca
45+,Normal,Normal to Oily,No,Acne,Inflammatory,niacinamide + azelaic acid + green tea extract,8% + 0.5% + 5%,"Reduces inflammation and regulates sebum, Reduces acne and improves skin texture, Provides antioxidant and anti-inflammatory benefits",['niacinamide  azelaic acid  green tea extract'],niacinamide  azelaic acid  green tea extract
45+,Normal,Normal to Oily,No,Acne,Nodular,benzoyl peroxide + niacinamide + salicylic acid,5% + 2% + 10%,"Kills acne-causing bacteria, Reduces inflammation and regulates sebum, Unclogs pores and removes excess oil",['benzoyl peroxide  niacinamide  salicylic acid'],benzoyl peroxide  niacinamide  salicylic acid
45+,Normal,Normal to Oily,No,Acne,Cystic,salicylic acid + benzoyl peroxide + green tea extract,8% + 0.5% + 3%,"Unclogs pores and removes excess oil, Kills acne-causing bacteria, Provides antioxidant and anti-inflammatory benefits",['salicylic acid  benzoyl peroxide  green tea extract'],salicylic acid  benzoyl peroxide  green tea extract
45+,Normal,Normal to Oily,No,Dark Circles,Pigmented,vitamin c + caffeine + licorice extract,0.5% + 10% + 1%,"Brightens skin and reduces pigmentation, Reduces puffiness and improves circulation, Lightens dark spots and evens skin tone",['vitamin c  caffeine  licorice extract'],vitamin c  caffeine  licorice extract
45+,Normal,Normal to Oily,No,Dark Circles,Vascular,licorice extract + caffeine + niacinamide,2% + 10% + 3%,"Lightens dark spots and evens skin tone, Reduces puffiness and improves circulation, Reduces inflammation and regulates sebum",['licorice extract  caffeine  niacinamide'],licorice extract  caffeine  niacinamide
45+,Normal,Normal to Oily,No,Dark Spots,General,licorice extract + alpha arbutin + vitamin c,2% + 10% + 8%,"Lightens dark spots and evens skin tone, Reduces hyperpigmentation and dark spots, Brightens skin and reduces pigmentation",['licorice extract  alpha arbutin  vitamin c'],licorice extract  alpha arbutin  vitamin c
45+,Normal,Normal to Oily,No,Dullness,General,lactic acid + niacinamide + green tea extract,5% + 8% + 1%,"Gently exfoliates and improves skin radiance, Reduces inflammation and regulates sebum, Provides antioxidant and anti-inflammatory benefits",['lactic acid  niacinamide  green tea extract'],lactic acid  niacinamide  green tea extract
45+,Normal,Normal to Oily,No,Hyperpigmentation,General,vitamin c + niacinamide + tranexamic acid,5% + 2% + 0.5%,"Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum, Reduces melanin production and pigmentation",['vitamin c  niacinamide  tranexamic acid'],vitamin c  niacinamide  tranexamic acid
45+,Normal,Normal to Oily,No,Open Pores,General,green tea extract + salicylic acid + niacinamide,10% + 5% + 2%,"Provides antioxidant and anti-inflammatory benefits, Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum",['green tea extract  salicylic acid  niacinamide'],green tea extract  salicylic acid  niacinamide
45+,Normal,Normal to Oily,No,Redness,General,centella asiatica + niacinamide + aloe vera,3% + 2% + 5%,"Soothes irritation and repairs skin barrier, Reduces inflammation and regulates sebum, Soothes and hydrates irritated skin",['centella asiatica  niacinamide  aloe vera'],centella asiatica  niacinamide  aloe vera
45+,Normal,Normal to Oily,No,Sun Tan,General,aloe vera + licorice extract + alpha arbutin,5% + 3% + 10%,"Soothes and hydrates irritated skin, Lightens dark spots and evens skin tone, Reduces hyperpigmentation and dark spots",['aloe vera  licorice extract  alpha arbutin'],aloe vera  licorice extract  alpha arbutin
45+,Normal,Normal to Oily,No,Whiteheads / Blackheads,General,glycolic acid + salicylic acid + zinc pca,2% + 0.5% + 1%,"Exfoliates dead skin cells and smooths skin, Unclogs pores and removes excess oil, Controls sebum production",['glycolic acid  salicylic acid  zinc pca'],glycolic acid  salicylic acid  zinc pca
45+,Normal,Normal to Oily,No,Wrinkles,General,peptides + niacinamide + retinol,2% + 0.5% + 3%,"Improves skin elasticity and firmness, Reduces inflammation and regulates sebum, Stimulates collagen production and reduces wrinkles",['peptides  niacinamide  retinol'],peptides  niacinamide  retinol
45+,Dry,Dry to Normal,Yes,Acne,Comedonal,salicylic acid + niacinamide + benzoyl peroxide,3% + 8% + 2%,"Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum, Kills acne-causing bacteria",['salicylic acid  niacinamide  benzoyl peroxide'],salicylic acid  niacinamide  benzoyl peroxide
45+,Dry,Dry to Normal,Yes,Acne,Inflammatory,benzoyl peroxide + niacinamide + zinc pca,8% + 0.5% + 2%,"Kills acne-causing bacteria, Reduces inflammation and regulates sebum, Controls sebum production",['benzoyl peroxide  niacinamide  zinc pca'],benzoyl peroxide  niacinamide  zinc pca
45+,Dry,Dry to Normal,Yes,Acne,Nodular,azelaic acid + green tea extract + zinc pca,0.5% + 1% + 2%,"Reduces acne and improves skin texture, Provides antioxidant and anti-inflammatory benefits, Controls sebum production",['azelaic acid  green tea extract  zinc pca'],azelaic acid  green tea extract  zinc pca
45+,Dry,Dry to Normal,Yes,Acne,Cystic,benzoyl peroxide + salicylic acid + green tea extract,0.5% + 3% + 2%,"Kills acne-causing bacteria, Unclogs pores and removes excess oil, Provides antioxidant and anti-inflammatory benefits",['benzoyl peroxide  salicylic acid  green tea extract'],benzoyl peroxide  salicylic acid  green tea extract
45+,Dry,Dry to Normal,Yes,Dark Circles,Pigmented,niacinamide + hyaluronic acid + caffeine,10% + 8% + 1%,"Reduces inflammation and regulates sebum, Hydrates and plumps the skin, Reduces puffiness and improves circulation",['niacinamide  hyaluronic acid  caffeine'],niacinamide  hyaluronic acid  caffeine
